method,donor_id,surplus_kg,allocated_kg,waste_kg,meals_served,ngo_id,distance_km,paps_score,time_to_expiry
PAPS,D01479,25.860542953642845,25.860542953642845,0.0,64.65135738410711,NGO_245,1.3409601909739246,0.8459771194270782,17.770407265769613
PAPS,D03937,24.185590935300894,24.185590935300894,0.0,60.463977338252235,NGO_438,2.3846729987983313,0.8428459810036051,5.872884344184007
PAPS,D08242,14.304639745567117,14.304639745567117,0.0,35.76159936391779,NGO_257,0.77,0.84769,12.754168758494057
PAPS,D23773,24.98272616368067,24.98272616368067,0.0,62.456815409201674,NGO_242,1.5652539666738017,0.8453042380999787,14.185913845259481
PAPS,D17630,16.448694895983795,16.448694895983795,0.0,41.12173723995949,NGO_492,5.855075755982927,0.9648695454641025,5.802200703878395
PAPS,D19912,5.0234607109405465,5.0234607109405465,0.0,12.558651777351365,NGO_027,2.761,0.841717,13.651461577789753
PAPS,D27282,25.372513924009077,25.372513924009077,0.0,63.43128481002269,NGO_014,0.9151161889692592,0.8472546514330923,7.884530123508052
PAPS,D12461,13.343842443208986,13.343842443208986,0.0,33.35960610802246,NGO_235,5.908489878293823,0.9645490607302372,12.116893289497272
PAPS,D24343,27.213527852178743,27.213527852178743,0.0,68.03381963044686,NGO_363,16.25620970924291,0.9024627417445426,12.136475372174315
PAPS,D20329,20.002306065675747,20.002306065675747,0.0,50.00576516418936,NGO_333,9.86187884794267,0.820414363456172,10.572394945196136
PAPS,D03593,24.40363750542918,24.40363750542918,0.0,61.00909376357295,NGO_013,7.116672823109083,0.8286499815306727,3.444636320870533
PAPS,D11898,24.47149615173633,24.47149615173633,0.0,61.178740379340816,NGO_099,3.5130885999732087,0.9789214684001608,15.364839929427808
PAPS,D19783,15.852738319390985,15.852738319390985,0.0,39.631845798477464,NGO_289,4.126188749757957,0.9752428675014522,7.132481039547773
PAPS,D28492,23.885635011785034,23.885635011785034,0.0,59.71408752946258,NGO_244,3.7730339455745994,0.8386808981632763,4.984296166397668
PAPS,D11896,20.483891383905505,20.483891383905505,0.0,51.20972845976376,NGO_026,1.919,0.8442430000000001,2.6524022648762227
PAPS,D05517,22.713753968454217,22.713753968454217,0.0,56.78438492113554,NGO_129,13.58410264817548,0.9184953841109471,11.454287091011869
